ExperimentName,Subject,Ans,C1,C2,C3,cratSlide2.ACC,cratSlide2.RESP,cratSlide2.RT,inSlide.RESP,inSlide.RT
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,121,RACE{ENTER},HORSE,HUMAN,DRAG,0,,0,0,1871
CRAT,121,GOLD{ENTER},FISH,MINE,RUSH,1,gold{ENTER},1751,4,2602
CRAT,121,SAW{ENTER},MILL,TOOTH,DUST,0,,0,0,1456
CRAT,121,RING{ENTER},MASTER,TOSS,FINGER,0,,11551,0,1363
CRAT,121,STATION{ENTER},WAGON,BREAK,RADIO,1,station{ENTER},4792,3,3063
CRAT,121,CALL{ENTER},CAT,NUMBER,PHONE,1,call{ENTER},4792,2,2200
CRAT,121,SUIT{ENTER},WET,LAW,BUSINESS,0,,0,0,1251
CRAT,121,CAMP{ENTER},BOOT,SUMMER,GROUND,1,camp{ENTER},1927,3,2755
CRAT,121,STREET{ENTER},MAIN,SWEEPER,LIGHT,1,street{ENTER},12587,2,2441
CRAT,121,PAPER{ENTER},FLY,CLIP,WALL,0,,0,0,1244
CRAT,121,WALK{ENTER},WAY,BOARD,SLEEP,0,head{ENTER},7876,3,1774
CRAT,121,RED{ENTER},CARPET,ALERT,INK,1,red{ENTER},19709,3,3974
CRAT,121,TREE{ENTER},PALM,SHOE,HOUSE,0,,0,0,1922
CRAT,121,SPACE{ENTER},CADET,CAPSULE,SHIP,0,time{ENTER},8461,2,2366
CRAT,121,BRUSH{ENTER},SAGE,PAINT,HAIR,1,brush{ENTER},1895,4,2725
CRAT,121,BOAT{ENTER},SHOW,LIFE,ROW,0,,0,0,1465
CRAT,121,PIT{ENTER},PEACH,ARM,TAR,0,,0,0,528
CRAT,121,HEAD{ENTER},HAMMER,GEAR,HUNTER,1,head{ENTER},9555,2,3188
CRAT,121,MOON{ENTER},SHINE,BEAM,STRUCK,0,star{ENTER},5062,2,1418
CRAT,121,SOAP{ENTER},OPERA,HAND,DISH,1,soap{ENTER},1844,4,2212
CRAT,121,WRITER{ENTER},TYPE,GHOST,SCREEN,0,,0,0,1525
CRAT,121,FIGURE{ENTER},EIGHT,SKATE,STICK,1,figure{ENTER},2497,4,2933
CRAT,121,BLOOD{ENTER},HOUND,PRESSURE,SHOT,0,under{ENTER},18017,2,2531
CRAT,121,HOLE{ENTER},FOX,MAN,PEEP,0,,0,0,1377
CRAT,121,GIRL{ENTER},FLOWER,FRIEND,SCOUT,0,,0,0,2215
CRAT,121,TURN{ENTER},PIKE,COAT,SIGNAL,0,,0,0,849
CRAT,121,CHEESE{ENTER},COTTAGE,BRICK,CAKE,0,hous,24740,0,2120
CRAT,121,POWDER{ENTER},KEG,PUFF,ROOM,0,,0,0,1661
CRAT,121,COMMON{ENTER},SENSE,COURTESY,PLACE,1,common{ENTER},15597,1,2616
CRAT,121,MARK{ENTER},DOWN,QUESTION,CHECK,0,,0,0,2669
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,121,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,RING{ENTER},MASTER,TOSS,FINGER,1,RING{ENTER},2492,4,1903
CRAT,120,STATION{ENTER},WAGON,BREAK,RADIO,1,STATION{ENTER},9432,2,5855
CRAT,120,BLOOD{ENTER},HOUND,PRESSURE,SHOT,1,BLOOD{ENTER},5489,3,4561
CRAT,120,BRUSH{ENTER},SAGE,PAINT,HAIR,0,WET{ENTER},1778,3,2100
CRAT,120,CAMP{ENTER},BOOT,SUMMER,GROUND,1,CAMP{ENTER},1265,4,1306
CRAT,120,SAW{ENTER},MILL,TOOTH,DUST,1,SAW{ENTER},5479,3,2713
CRAT,120,RACE{ENTER},HORSE,HUMAN,DRAG,1,RACE{ENTER},1354,4,1151
CRAT,120,MOON{ENTER},SHINE,BEAM,STRUCK,1,MOON{ENTER},8221,2,6056
CRAT,120,FIGURE{ENTER},EIGHT,SKATE,STICK,0,BALL{ENTER},9508,2,2056
CRAT,120,TREE{ENTER},PALM,SHOE,HOUSE,1,TREE{ENTER},3040,3,2459
CRAT,120,BOAT{ENTER},SHOW,LIFE,ROW,1,BOAT{ENTER},3679,3,2127
CRAT,120,RED{ENTER},CARPET,ALERT,INK,1,RED{ENTER},1988,4,1804
CRAT,120,SOAP{ENTER},OPERA,HAND,DISH,1,SOAP{ENTER},11950,3,1336
CRAT,120,CALL{ENTER},CAT,NUMBER,PHONE,1,CALL{ENTER},11289,3,1887
CRAT,120,MARK{ENTER},DOWN,QUESTION,CHECK,1,MARK{ENTER},2353,4,2107
CRAT,120,GOLD{ENTER},FISH,MINE,RUSH,0,,0,0,1731
CRAT,120,SUIT{ENTER},WET,LAW,BUSINESS,0,,0,0,1265
CRAT,120,CHEESE{ENTER},COTTAGE,BRICK,CAKE,1,CHEESE{ENTER},2584,4,1832
CRAT,120,POWDER{ENTER},KEG,PUFF,ROOM,0,SMALL{ENTER},5531,4,1835
CRAT,120,STREET{ENTER},MAIN,SWEEPER,LIGHT,1,STREET{ENTER},6077,3,2390
CRAT,120,WALK{ENTER},WAY,BOARD,SLEEP,1,WALK{ENTER},5745,4,1639
CRAT,120,GIRL{ENTER},FLOWER,FRIEND,SCOUT,1,GIRL{ENTER},1448,4,1545
CRAT,120,PIT{ENTER},PEACH,ARM,TAR,0,TREE{ENTER},9560,3,6584
CRAT,120,TURN{ENTER},PIKE,COAT,SIGNAL,1,TURN{ENTER},11115,3,1577
CRAT,120,WRITER{ENTER},TYPE,GHOST,SCREEN,1,WRITER{ENTER},4049,4,1361
CRAT,120,HOLE{ENTER},FOX,MAN,PEEP,1,HOLE{ENTER},1262,4,1207
CRAT,120,COMMON{ENTER},SENSE,COURTESY,PLACE,1,COMMON{ENTER},1311,4,1094
CRAT,120,PAPER{ENTER},FLY,CLIP,WALL,0,TRAP{ENTER},9201,3,1457
CRAT,120,HEAD{ENTER},HAMMER,GEAR,HUNTER,0,BAG{ENTER},17501,2,2039
CRAT,120,SPACE{ENTER},CADET,CAPSULE,SHIP,1,S{LEFTBRACKET}{LEFTBRACE}PACE{ENTER},2316,4,1063
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,120,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,MARK{ENTER},DOWN,QUESTION,CHECK,1,MARK{ENTER},2691,3,3997
CRAT,119,POWDER{ENTER},KEG,PUFF,ROOM,0,,0,0,1420
CRAT,119,PIT{ENTER},PEACH,ARM,TAR,0,,0,0,1260
CRAT,119,HOLE{ENTER},FOX,MAN,PEEP,0,,0,0,1414
CRAT,119,RACE{ENTER},HORSE,HUMAN,DRAG,0,SHOW{ENTER},12325,1,4270
CRAT,119,STATION{ENTER},WAGON,BREAK,RADIO,0,,0,0,1052
CRAT,119,PAPER{ENTER},FLY,CLIP,WALL,0,ART{ENTER},20489,1,2080
CRAT,119,RED{ENTER},CARPET,ALERT,INK,1,RED{ENTER},6315,3,2217
CRAT,119,CHEESE{ENTER},COTTAGE,BRICK,CAKE,0,,0,0,1476
CRAT,119,SAW{ENTER},MILL,TOOTH,DUST,0,BRUSH{ENTER},3787,2,3046
CRAT,119,BLOOD{ENTER},HOUND,PRESSURE,SHOT,0,GLASS{ENTER},4692,3,2169
CRAT,119,HEAD{ENTER},HAMMER,GEAR,HUNTER,0,TIME,24925,0,3473
CRAT,119,BOAT{ENTER},SHOW,LIFE,ROW,1,BOAT{ENTER},8916,4,1489
CRAT,119,BRUSH{ENTER},SAGE,PAINT,HAIR,0,,0,0,1906
CRAT,119,RING{ENTER},MASTER,TOSS,FINGER,1,RING{ENTER},11818,3,1384
CRAT,119,TREE{ENTER},PALM,SHOE,HOUSE,0,,0,0,1452
CRAT,119,GIRL{ENTER},FLOWER,FRIEND,SCOUT,1,GIRL{ENTER},9310,3,3050
CRAT,119,TURN{ENTER},PIKE,COAT,SIGNAL,0,BEAM{ENTER},6175,4,1763
CRAT,119,STREET{ENTER},MAIN,SWEEPER,LIGHT,1,STREET{ENTER},3482,4,1522
CRAT,119,SUIT{ENTER},WET,LAW,BUSINESS,0,,0,0,2599
CRAT,119,COMMON{ENTER},SENSE,COURTESY,PLACE,1,COMMON{ENTER},2005,4,685
CRAT,119,WALK{ENTER},WAY,BOARD,SLEEP,0,HIGH{ENTER},12617,4,1526
CRAT,119,SPACE{ENTER},CADET,CAPSULE,SHIP,0,ARMY,24881,3,6277
CRAT,119,CALL{ENTER},CAT,NUMBER,PHONE,0,MOBILE{ENTER},11486,2,2843
CRAT,119,FIGURE{ENTER},EIGHT,SKATE,STICK,0,,0,0,2651
CRAT,119,WRITER{ENTER},TYPE,GHOST,SCREEN,0,WHITE{ENTER},13666,3,1649
CRAT,119,CAMP{ENTER},BOOT,SUMMER,GROUND,0,,0,0,944
CRAT,119,GOLD{ENTER},FISH,MINE,RUSH,1,GOLD{ENTER},9004,4,1205
CRAT,119,MOON{ENTER},SHINE,BEAM,STRUCK,0,DOWN{ENTER},20378,2,6054
CRAT,119,SOAP{ENTER},OPERA,HAND,DISH,0,WASH{ENTER},17996,2,1855
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,119,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,CHEESE{ENTER},COTTAGE,BRICK,CAKE,1,CHEESE{ENTER},14959,1,3222
CRAT,118,CAMP{ENTER},BOOT,SUMMER,GROUND,0,,0,0,15233
CRAT,118,BRUSH{ENTER},SAGE,PAINT,HAIR,0,,0,0,2312
CRAT,118,WALK{ENTER},WAY,BOARD,SLEEP,0,SUB,24212,4,5929
CRAT,118,FIGURE{ENTER},EIGHT,SKATE,STICK,0,,0,0,5029
CRAT,118,SPACE{ENTER},CADET,CAPSULE,SHIP,0,{ENTER},24322,0,804
CRAT,118,PAPER{ENTER},FLY,CLIP,WALL,0,,0,0,2886
CRAT,118,COMMON{ENTER},SENSE,COURTESY,PLACE,0,{ENTER},226,0,1576
CRAT,118,MOON{ENTER},SHINE,BEAM,STRUCK,0,{ENTER},273,0,4308
CRAT,118,RED{ENTER},CARPET,ALERT,INK,0,CLEANER{ENTER},21348,1,4199
CRAT,118,HEAD{ENTER},HAMMER,GEAR,HUNTER,0,{ENTER},14333,0,1279
CRAT,118,STATION{ENTER},WAGON,BREAK,RADIO,0,{ENTER},11174,0,1346
CRAT,118,MARK{ENTER},DOWN,QUESTION,CHECK,0,,0,0,2394
CRAT,118,SOAP{ENTER},OPERA,HAND,DISH,1,SOAP{ENTER},9801,4,1600
CRAT,118,GIRL{ENTER},FLOWER,FRIEND,SCOUT,0,BOY{ENTER},10259,4,2549
CRAT,118,RACE{ENTER},HORSE,HUMAN,DRAG,1,RACE{ENTER},5688,4,2081
CRAT,118,BLOOD{ENTER},HOUND,PRESSURE,SHOT,0,GLASS{ENTER},10292,4,2582
CRAT,118,POWDER{ENTER},KEG,PUFF,ROOM,0,,15721,0,4637
CRAT,118,RING{ENTER},MASTER,TOSS,FINGER,1,RING{ENTER},5952,1,5053
CRAT,118,HOLE{ENTER},FOX,MAN,PEEP,0,,0,0,9382
CRAT,118,SAW{ENTER},MILL,TOOTH,DUST,0,,0,0,2586
CRAT,118,WRITER{ENTER},TYPE,GHOST,SCREEN,0,MOVIE{ENTER},14442,4,2296
CRAT,118,BOAT{ENTER},SHOW,LIFE,ROW,0,,0,0,2994
CRAT,118,SUIT{ENTER},WET,LAW,BUSINESS,0,,0,0,1821
CRAT,118,TURN{ENTER},PIKE,COAT,SIGNAL,0,RAIN{ENTER},13289,1,1482
CRAT,118,GOLD{ENTER},FISH,MINE,RUSH,1,GOLD{ENTER},4847,4,2092
CRAT,118,TREE{ENTER},PALM,SHOE,HOUSE,0,,0,0,2239
CRAT,118,PIT{ENTER},PEACH,ARM,TAR,1,PIT{ENTER},11722,4,2285
CRAT,118,CALL{ENTER},CAT,NUMBER,PHONE,0,CALLER{ENTER},19241,4,4008
CRAT,118,STREET{ENTER},MAIN,SWEEPER,LIGHT,1,STREET{ENTER},11578,4,1460
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,118,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,PIT{ENTER},PEACH,ARM,TAR,1,PIT{ENTER},8711,2,4685
CRAT,117,STREET{ENTER},MAIN,SWEEPER,LIGHT,1,STREET{ENTER},6341,3,3472
CRAT,117,CALL{ENTER},CAT,NUMBER,PHONE,0,,0,0,2870
CRAT,117,GIRL{ENTER},FLOWER,FRIEND,SCOUT,0,BOY{ENTER},5685,3,2078
CRAT,117,FIGURE{ENTER},EIGHT,SKATE,STICK,0,,0,0,738
CRAT,117,MARK{ENTER},DOWN,QUESTION,CHECK,0,BLANK{ENTER},11161,3,4533
CRAT,117,WRITER{ENTER},TYPE,GHOST,SCREEN,0,,0,0,874
CRAT,117,SOAP{ENTER},OPERA,HAND,DISH,0,,0,0,759
CRAT,117,SUIT{ENTER},WET,LAW,BUSINESS,0,,0,0,1943
CRAT,117,STATION{ENTER},WAGON,BREAK,RADIO,1,STATION{ENTER},3018,4,2886
CRAT,117,COMMON{ENTER},SENSE,COURTESY,PLACE,0,,0,0,1083
CRAT,117,SAW{ENTER},MILL,TOOTH,DUST,1,SAW{ENTER},2366,4,1463
CRAT,117,CAMP{ENTER},BOOT,SUMMER,GROUND,1,CAMP{ENTER},2919,4,1000
CRAT,117,HOLE{ENTER},FOX,MAN,PEEP,1,HOLE{ENTER},1552,4,1084
CRAT,117,TURN{ENTER},PIKE,COAT,SIGNAL,1,TURN{ENTER},2273,4,990
CRAT,117,BRUSH{ENTER},SAGE,PAINT,HAIR,0,DRY{ENTER},3411,4,974
CRAT,117,WALK{ENTER},WAY,BOARD,SLEEP,0,,0,0,1850
CRAT,117,TREE{ENTER},PALM,SHOE,HOUSE,0,,0,0,3320
CRAT,117,RACE{ENTER},HORSE,HUMAN,DRAG,1,RACE{ENTER},2760,3,1552
CRAT,117,GOLD{ENTER},FISH,MINE,RUSH,0,,0,0,676
CRAT,117,RED{ENTER},CARPET,ALERT,INK,1,RED{ENTER},2097,4,1462
CRAT,117,PAPER{ENTER},FLY,CLIP,WALL,0,TRAP{ENTER},20786,2,5869
CRAT,117,CHEESE{ENTER},COTTAGE,BRICK,CAKE,0,HOUSE{ENTER},4817,1,2815
CRAT,117,BOAT{ENTER},SHOW,LIFE,ROW,0,TIME{ENTER},8358,1,5147
CRAT,117,RING{ENTER},MASTER,TOSS,FINGER,0,,0,0,1409
CRAT,117,SPACE{ENTER},CADET,CAPSULE,SHIP,0,NAVAL{ENTER},3842,4,2586
CRAT,117,MOON{ENTER},SHINE,BEAM,STRUCK,0,STAR{ENTER},19691,4,1350
CRAT,117,BLOOD{ENTER},HOUND,PRESSURE,SHOT,1,BLOOD{ENTER},2686,4,809
CRAT,117,HEAD{ENTER},HAMMER,GEAR,HUNTER,0,JACK{ENTER},19307,1,3670
CRAT,117,POWDER{ENTER},KEG,PUFF,ROOM,0,PARTY{ENTER},20835,2,5324
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,117,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,GIRL{ENTER},FLOWER,FRIEND,SCOUT,1,GIRL{ENTER},3074,2,2412
CRAT,116,MOON{ENTER},SHINE,BEAM,STRUCK,0,STAR{ENTER},3098,1,1987
CRAT,116,COMMON{ENTER},SENSE,COURTESY,PLACE,0,CALL{ENTER},12379,1,2962
CRAT,116,HEAD{ENTER},HAMMER,GEAR,HUNTER,1,HEAD{ENTER},2826,2,1598
CRAT,116,BLOOD{ENTER},HOUND,PRESSURE,SHOT,0,SURE{ENTER},8959,1,2059
CRAT,116,STREET{ENTER},MAIN,SWEEPER,LIGHT,1,STREET{ENTER},3825,2,1850
CRAT,116,CALL{ENTER},CAT,NUMBER,PHONE,1,CALL{ENTER},7235,1,1720
CRAT,116,STATION{ENTER},WAGON,BREAK,RADIO,0,WAVE{ENTER},5828,1,1959
CRAT,116,HOLE{ENTER},FOX,MAN,PEEP,1,HOLE{ENTER},10738,1,1216
CRAT,116,SOAP{ENTER},OPERA,HAND,DISH,0,,0,0,2406
CRAT,116,WRITER{ENTER},TYPE,GHOST,SCREEN,0,,0,0,1628
CRAT,116,SAW{ENTER},MILL,TOOTH,DUST,0,FAIRY{ENTER},12535,2,2296
CRAT,116,POWDER{ENTER},KEG,PUFF,ROOM,0,,0,0,1705
CRAT,116,SPACE{ENTER},CADET,CAPSULE,SHIP,0,TIME{ENTER},12032,1,2391
CRAT,116,TREE{ENTER},PALM,SHOE,HOUSE,0,,20606,0,1795
CRAT,116,RING{ENTER},MASTER,TOSS,FINGER,0,,0,0,1655
CRAT,116,WALK{ENTER},WAY,BOARD,SLEEP,1,WALK{ENTER},6946,2,2115
CRAT,116,BRUSH{ENTER},SAGE,PAINT,HAIR,0,SPRAY{ENTER},8889,1,2648
CRAT,116,FIGURE{ENTER},EIGHT,SKATE,STICK,0,ICE{ENTER},13163,1,1328
CRAT,116,TURN{ENTER},PIKE,COAT,SIGNAL,1,TURN{ENTER},4029,4,3070
CRAT,116,GOLD{ENTER},FISH,MINE,RUSH,0,OCEAN{ENTER},12281,1,1156
CRAT,116,CHEESE{ENTER},COTTAGE,BRICK,CAKE,0,,0,0,2731
CRAT,116,PAPER{ENTER},FLY,CLIP,WALL,0,FIRE{ENTER},3369,4,1399
CRAT,116,CAMP{ENTER},BOOT,SUMMER,GROUND,0,,0,0,1829
CRAT,116,RACE{ENTER},HORSE,HUMAN,DRAG,1,RACE{ENTER},3432,3,1890
CRAT,116,MARK{ENTER},DOWN,QUESTION,CHECK,0,POINT{ENTER},9249,1,1376
CRAT,116,BOAT{ENTER},SHOW,LIFE,ROW,0,TIME{ENTER},14794,1,824
CRAT,116,PIT{ENTER},PEACH,ARM,TAR,0,,0,0,2801
CRAT,116,SUIT{ENTER},WET,LAW,BUSINESS,0,,0,0,1238
CRAT,116,RED{ENTER},CARPET,ALERT,INK,0,,0,0,1473
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,116,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,HEAD{ENTER},HAMMER,GEAR,HUNTER,0,{ENTER},5174,0,1365
CRAT,115,PAPER{ENTER},FLY,CLIP,WALL,1,PAPER{ENTER},8890,2,6760
CRAT,115,CALL{ENTER},CAT,NUMBER,PHONE,0,{ENTER},10565,0,1322
CRAT,115,BOAT{ENTER},SHOW,LIFE,ROW,0,{ENTER},4792,0,792
CRAT,115,SOAP{ENTER},OPERA,HAND,DISH,0,{ENTER},12006,0,1276
CRAT,115,CAMP{ENTER},BOOT,SUMMER,GROUND,0,{ENTER},16011,0,1013
CRAT,115,COMMON{ENTER},SENSE,COURTESY,PLACE,0,MY{ENTER},12626,3,4942
CRAT,115,TREE{ENTER},PALM,SHOE,HOUSE,0,{ENTER},15088,0,1202
CRAT,115,GIRL{ENTER},FLOWER,FRIEND,SCOUT,1,GIRL{ENTER},12866,1,5651
CRAT,115,SUIT{ENTER},WET,LAW,BUSINESS,0,{ENTER},7731,0,547
CRAT,115,RED{ENTER},CARPET,ALERT,INK,1,RED{ENTER},2387,3,2587
CRAT,115,SAW{ENTER},MILL,TOOTH,DUST,0,{ENTER},20367,0,1707
CRAT,115,WALK{ENTER},WAY,BOARD,SLEEP,1,WALK{ENTER},7153,1,2634
CRAT,115,MARK{ENTER},DOWN,QUESTION,CHECK,1,MARK{ENTER},8303,3,4374
CRAT,115,TURN{ENTER},PIKE,COAT,SIGNAL,0,,0,0,1643
CRAT,115,WRITER{ENTER},TYPE,GHOST,SCREEN,0,GHOST{ENTER},16554,3,3996
CRAT,115,RING{ENTER},MASTER,TOSS,FINGER,0,{ENTER},18603,0,852
CRAT,115,RACE{ENTER},HORSE,HUMAN,DRAG,0,SHOW{ENTER},22959,3,1818
CRAT,115,PIT{ENTER},PEACH,ARM,TAR,0,SMOOTH{ENTER},4359,3,2074
CRAT,115,BRUSH{ENTER},SAGE,PAINT,HAIR,0,{ENTER},6955,0,1005
CRAT,115,MOON{ENTER},SHINE,BEAM,STRUCK,0,STAR{ENTER},7143,4,4688
CRAT,115,STATION{ENTER},WAGON,BREAK,RADIO,0,{ENTER},12106,0,1261
CRAT,115,SPACE{ENTER},CADET,CAPSULE,SHIP,1,SPACE{ENTER},13270,4,2695
CRAT,115,BLOOD{ENTER},HOUND,PRESSURE,SHOT,0,{ENTER},11342,0,833
CRAT,115,STREET{ENTER},MAIN,SWEEPER,LIGHT,0,{ENTER},14421,0,900
CRAT,115,POWDER{ENTER},KEG,PUFF,ROOM,0,{ENTER},6832,0,1304
CRAT,115,CHEESE{ENTER},COTTAGE,BRICK,CAKE,0,,0,0,1566
CRAT,115,GOLD{ENTER},FISH,MINE,RUSH,0,{ENTER},9506,0,1701
CRAT,115,FIGURE{ENTER},EIGHT,SKATE,STICK,0,BALL{ENTER},10139,3,723
CRAT,115,HOLE{ENTER},FOX,MAN,PEEP,1,HOLE{ENTER},1755,3,2030
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,115,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,MOON{ENTER},SHINE,BEAM,STRUCK,0,LIGHT{ENTER},17108,3,12958
CRAT,114,RING{ENTER},MASTER,TOSS,FINGER,0,HAND{ENTER},13981,1,4206
CRAT,114,WRITER{ENTER},TYPE,GHOST,SCREEN,0,KEYBOARD{ENTER},12839,3,8522
CRAT,114,SUIT{ENTER},WET,LAW,BUSINESS,0,FIRM{ENTER},13776,3,4346
CRAT,114,STREET{ENTER},MAIN,SWEEPER,LIGHT,0,,0,0,1724
CRAT,114,CAMP{ENTER},BOOT,SUMMER,GROUND,0,{SHIFT}PLAY{ENTER},23326,3,2778
CRAT,114,RED{ENTER},CARPET,ALERT,INK,0,SPILL{ENTER},4290,4,2936
CRAT,114,GOLD{ENTER},FISH,MINE,RUSH,1,{SHIFT}GOLD{ENTER},10846,3,4119
CRAT,114,BLOOD{ENTER},HOUND,PRESSURE,SHOT,0,GUN{ENTER},8802,2,2899
CRAT,114,SPACE{ENTER},CADET,CAPSULE,SHIP,0,PILL{ENTER},16594,3,4338
CRAT,114,MARK{ENTER},DOWN,QUESTION,CHECK,0,,0,0,1952
CRAT,114,CHEESE{ENTER},COTTAGE,BRICK,CAKE,0,,0,0,1380
CRAT,114,BOAT{ENTER},SHOW,LIFE,ROW,1,BOAT{ENTER},1839,2,10909
CRAT,114,HOLE{ENTER},FOX,MAN,PEEP,0,TALK{ENTER},10498,3,4682
CRAT,114,STATION{ENTER},WAGON,BREAK,RADIO,0,CAR{ENTER},1883,4,1481
CRAT,114,POWDER{ENTER},KEG,PUFF,ROOM,0,,0,0,22101
CRAT,114,TREE{ENTER},PALM,SHOE,HOUSE,1,TREE{ENTER},3441,4,2667
CRAT,114,TURN{ENTER},PIKE,COAT,SIGNAL,0,LOST{ENTER},7419,2,2249
CRAT,114,FIGURE{ENTER},EIGHT,SKATE,STICK,0,,0,0,1790
CRAT,114,PIT{ENTER},PEACH,ARM,TAR,0,BLACK{ENTER},8653,4,3237
CRAT,114,BRUSH{ENTER},SAGE,PAINT,HAIR,0,GREEN{ENTER},4060,4,3787
CRAT,114,HEAD{ENTER},HAMMER,GEAR,HUNTER,1,HEAD{ENTER},6667,3,4682
CRAT,114,RACE{ENTER},HORSE,HUMAN,DRAG,0,,0,0,2469
CRAT,114,CALL{ENTER},CAT,NUMBER,PHONE,0,HOME{ENTER},18137,1,3606
CRAT,114,PAPER{ENTER},FLY,CLIP,WALL,0,SMALL{ENTER},11859,3,3696
CRAT,114,COMMON{ENTER},SENSE,COURTESY,PLACE,1,COMMON{ENTER},2470,4,1546
CRAT,114,GIRL{ENTER},FLOWER,FRIEND,SCOUT,1,GIRL{ENTER},2029,4,1253
CRAT,114,SAW{ENTER},MILL,TOOTH,DUST,0,BRUSH{ENTER},2508,4,1759
CRAT,114,SOAP{ENTER},OPERA,HAND,DISH,1,SOAP{ENTER},1923,1,3487
CRAT,114,WALK{ENTER},WAY,BOARD,SLEEP,1,WALK{ENTER},1710,1,1699
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,114,,,,,,,,,
CRAT,112,,,,,,,,,
CRAT,112,,,,,,,,,
CRAT,112,,,,,,,,,
CRAT,112,,,,,,,,,
CRAT,112,,,,,,,,,
CRAT,112,TURN{ENTER},PIKE,COAT,SIGNAL,1,TURN{ENTER},2159,1,3713
CRAT,112,MOON{ENTER},SHINE,BEAM,STRUCK,1,MOON{ENTER},2038,4,1869
CRAT,112,SAW{ENTER},MILL,TOOTH,DUST,0,{ENTER},1441,0,1378
CRAT,112,WALK{ENTER},WAY,BOARD,SLEEP,1,WALK{ENTER},5232,2,7388
CRAT,112,CAMP{ENTER},BOOT,SUMMER,GROUND,0,WORK{ENTER},3145,3,3920
CRAT,112,TREE{ENTER},PALM,SHOE,HOUSE,0,{ENTER},1254,0,910
CRAT,112,BLOOD{ENTER},HOUND,PRESSURE,SHOT,0,{ENTER},853,0,1007
CRAT,112,BRUSH{ENTER},SAGE,PAINT,HAIR,1,BRUSH{ENTER},14790,4,3028
CRAT,112,STATION{ENTER},WAGON,BREAK,RADIO,0,,0,0,1849
CRAT,112,CALL{ENTER},CAT,NUMBER,PHONE,0,HOUSE{ENTER},2445,4,3570
CRAT,112,POWDER{ENTER},KEG,PUFF,ROOM,0,BEER{ENTER},2061,3,2691
CRAT,112,STREET{ENTER},MAIN,SWEEPER,LIGHT,0,MAN{ENTER},2660,4,1696
CRAT,112,HOLE{ENTER},FOX,MAN,PEEP,0,SHOW{ENTER},4161,4,1308
CRAT,112,CHEESE{ENTER},COTTAGE,BRICK,CAKE,1,CHEESE{ENTER},3826,4,1611
CRAT,112,RED{ENTER},CARPET,ALERT,INK,0,STAIN{ENTER},10140,4,4020
CRAT,112,SUIT{ENTER},WET,LAW,BUSINESS,0,FIRM{ENTER},7411,4,1633
